ID,First Name,Last Name,Birth Year,Birth Season,IsMale,Nationality,IsAlive,MaxHealth,Virtility,Language,DaysLeft,Stature,Managment rating,Combat Rating,InKeep,IsPregnant,Family ID,Spouse,Father,Mother,Fiancee,Salary,InEmployersEntourage,IsPlayersHeir,Location,Army ID,NPCsEmployer
Char_4009,Roger,de Corfe,1167,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,6,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EDT03,,Char_47
Char_4010,Edward,de Weymouth,1152,0,TRUE,Eng,TRUE,5,4,lang_C2,90,0,5,5.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EDT04,,Char_47
Char_4011,Richard,de Compton,1156,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,5,5,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EDV06,,Char_47
Char_4012,Piers,de Burnham-on-Crouch,1160,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,8,5,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EEX04,,Char_47
Char_4014,Alan,de Hereford,1168,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,8,3,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EHE03,,Char_47
Char_4015,John,de Winchester,1150,0,TRUE,Eng,TRUE,5,2,lang_C2,90,0,5,5.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EHM02,,Char_47
Char_4016,William,de Portsmouth,1154,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,2,4.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EHM04,,Char_47
Char_4017,George,de Sothampton,1158,0,TRUE,Eng,TRUE,7,4,lang_C2,90,0,5,6.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EHM05,,Char_47
Char_4018,Henry,de Sandwich,1162,0,TRUE,Eng,TRUE,8,6,lang_C2,90,0,1,5,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EKE02,,Char_47
Char_4019,Guy,de Dover,1166,0,TRUE,Eng,TRUE,8,8,lang_C2,90,0,7,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EKE05,,Char_47
Char_4020,Edward,de Carnforth,1151,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,6,2,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELA02,,Char_47
Char_4021,James,de Lancaster,1155,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,7,4.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELA03,,Char_47
Char_4022,Ranulph,de Preston,1159,0,TRUE,Eng,TRUE,5,7,lang_C2,90,0,7,2.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELA05,,Char_47
Char_4023,George,de Southport,1163,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,1,3,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELA07,,Char_47
Char_4024,William,de Bootle,1167,0,TRUE,Eng,TRUE,4,1,lang_C2,90,0,8,6.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELA09,,Char_47
Char_4025,William,de London,1152,0,TRUE,Eng,TRUE,6,2,lang_C2,90,0,8,3,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ELN01,,Char_47
Char_4026,John,de Norwich,1156,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,5,5.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENF04,,Char_47
Char_4027,James,de Rutland,1160,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,5,5.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENH01,,Char_47
Char_4028,Philip,de Northampton,1164,0,TRUE,Eng,TRUE,8,4,lang_C2,90,0,6,4.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENH03,,Char_47
Char_4029,Thomas,de Daventry,1168,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,1,5,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENH04,,Char_47
Char_4030,Alan,de Worksop,1150,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,3,6.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENO01,,Char_47
Char_4031,Ralph,de Newark,1154,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,6,7,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENO02,,Char_47
Char_4032,Richard,de Nottingham,1158,0,TRUE,Eng,TRUE,7,7,lang_C2,90,0,8,3,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENO04,,Char_47
Char_4033,Simon,de Norham,1162,0,TRUE,Eng,TRUE,8,5,lang_C2,90,0,1,5.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENU01,,Char_47
Char_4034,Robert,de Newcastle-on-Tyne,1166,0,TRUE,Eng,TRUE,4,5,lang_C2,90,0,5,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ENU04,,Char_47
Char_4035,Piers,of Oxford,1151,0,TRUE,Eng,TRUE,7,6,lang_C2,90,0,1,4.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EOX03,,Char_47
Char_4036,Lewis,de Woking,1155,0,TRUE,Eng,TRUE,4,1,lang_C2,90,0,6,4.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESR02,,Char_47
Char_4037,John,de Guilford,1159,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,6,3.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESR04,,Char_47
Char_4038,Robert,of Eye,1163,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,8,2.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESU02,,Char_47
Char_4039,William,of Ipswich,1167,0,TRUE,Eng,TRUE,6,3,lang_C2,90,0,8,5.33,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESU05,,Char_47
Char_4040,Guy,de Salisbury,1152,0,TRUE,Eng,TRUE,8,2,lang_C2,90,0,7,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESY04,,Char_47
Char_4041,Ralph,de Whitby,1156,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,6,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EYS04,,Char_47
Char_4042,Robert,de Scarborough,1160,0,TRUE,Eng,TRUE,7,2,lang_C2,90,0,6,6,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EYS08,,Char_47
Char_4043,Edward,de York,1164,0,TRUE,Eng,TRUE,8,1,lang_C2,90,0,7,5.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EYS10,,Char_47
Char_4044,Fulk,de Market Weighton,1168,0,TRUE,Eng,TRUE,7,7,lang_C2,90,0,7,5.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EYS13,,Char_47
Char_6213,Archbishop of Canterbury Hubert,Walter,1140,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,9,4.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,EKE03,,Char_47
Char_6214,Bishop of Bath Savaric,FitzGeldewin,1148,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,6,3.66,TRUE,FALSE,,,,,,10000,FALSE,FALSE,ESM01,,Char_47
Char_325,Robert,de Beauchamp,1191,0,TRUE,Eng,TRUE,6,4,lang_C2,90,0,1,3,TRUE,FALSE,Char_185,,Char_185,,,0,FALSE,FALSE,ESM06,,
Char_326,Alice,de Beauchamp,1164,0,FALSE,Eng,TRUE,5,3,lang_C2,90,0,1,2.33,TRUE,FALSE,Char_185,Char_185,,,,0,FALSE,FALSE,ESM06,,
Char_327,Margaret,Basset,1166,0,FALSE,Eng,TRUE,6,2,lang_C2,90,0,2,2.66,TRUE,FALSE,Char_208,Char_208,,,,0,FALSE,FALSE,ENH02,,
Char_328,Ralph,Basset,1188,0,TRUE,Eng,TRUE,7,8,lang_C2,90,0,2,6,TRUE,FALSE,Char_208,,,,,0,FALSE,FALSE,ENH02,,
Char_329,Philip,Tateshal,1174,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,6,1.66,TRUE,FALSE,Char_209,Char_1216,Char_209,,,0,FALSE,FALSE,ELC06,,
Char_331,Reinald,de Courtenay,1125,0,TRUE,Eng,TRUE,6,8,lang_C2,90,0,6,2.33,TRUE,FALSE,Char_96,Char_96,,,,0,FALSE,FALSE,EDV05,,
Char_332,Hamelin Plantaganet,de Warenne,1129,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,6,6,TRUE,FALSE,Char_281,Char_281,,,,0,FALSE,FALSE,ESR03,,
Char_333,Hawise Paynel,de Somery,1129,0,FALSE,Eng,TRUE,3,4,lang_C2,90,0,1,4.66,TRUE,FALSE,Char_168,,,,,0,FALSE,FALSE,EWK03,,
Char_338,Geoffrey FitzPiers,Mandeville,1160,0,TRUE,Eng,TRUE,9,2,lang_C2,90,0,9,7,TRUE,FALSE,Char_233,Char_233,,,,0,FALSE,FALSE,EEX03,,
Char_340,Annabel Balliol,Greystoke,1136,0,FALSE,Eng,TRUE,6,1,lang_C2,90,0,4,4.66,TRUE,FALSE,Char_102,Char_102,,,,0,FALSE,FALSE,ECU04,,
Char_343,Hervey de Bagot,de Stafford,1140,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,1,5,TRUE,FALSE,Char_211,Char_211,,,,0,FALSE,FALSE,EST02,,
Char_348,Gundred,de Warenne,1144,0,FALSE,Eng,TRUE,6,4,lang_C2,90,0,1,5.33,TRUE,FALSE,Char_281,,,,,0,FALSE,FALSE,ESR03,,
Char_352,Margery Bohun,Beaumont,1145,0,FALSE,Eng,TRUE,6,3,lang_C2,90,0,8,6.66,TRUE,FALSE,Char_256,Char_256,,,,0,FALSE,FALSE,EWK02,,
Char_356,Isabel de Clare,Marshal,1172,0,FALSE,Eng,TRUE,5,8,lang_C2,90,0,5,2.66,TRUE,FALSE,Char_158,Char_158,,,,0,FALSE,FALSE,EPM02,,
Char_359,William,Greystoke,1146,0,TRUE,Eng,TRUE,6,5,lang_C2,90,0,4,1.66,TRUE,FALSE,Char_102,,,,,0,FALSE,FALSE,ECU04,,
Char_360,Agnes of Essex,de Vere,1147,0,FALSE,Eng,TRUE,7,8,lang_C2,90,0,6,5,TRUE,FALSE,Char_280,,,,,0,FALSE,FALSE,EEX02,,
Char_361,Agatha,de Ferrers,1187,0,FALSE,Eng,TRUE,6,2,lang_C2,90,0,1,5,TRUE,FALSE,Char_292,,,,,0,FALSE,FALSE,EST03,,
Char_362,Agnes Basset,de Grelley,1168,0,FALSE,Eng,TRUE,8,2,lang_C2,90,0,1,5.66,TRUE,FALSE,Char_257,,,,,0,FALSE,FALSE,ELA06,,
Char_363,Roger III,de Nonant,1147,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,1,5,TRUE,FALSE,Char_1,,,,,0,FALSE,FALSE,EDV08,,
Char_364,Hugh,Malet,1190,0,TRUE,Eng,TRUE,4,4,lang_C2,90,0,7,3.33,TRUE,FALSE,Char_219,,Char_219,,,0,FALSE,FALSE,ESM05,,
Char_365,Grecia,de Vaux,1186,0,FALSE,Eng,TRUE,5,1,lang_C2,90,0,2,5.33,TRUE,FALSE,Char_199,,Char_199,,,0,FALSE,FALSE,ECU01,,
Char_367,Philippa de Ponthieu,Roumare,1148,0,FALSE,Eng,TRUE,7,5,lang_C2,90,0,8,3.33,TRUE,FALSE,Char_237,Char_237,,,,0,FALSE,FALSE,ELC05,,
Char_376,Pernelle,Beaumont,1177,0,FALSE,Eng,TRUE,6,4,lang_C2,90,0,3,6,TRUE,FALSE,Char_93,,,,,0,FALSE,FALSE,EDR04,,
Char_383,Isabel,de Warenne,1182,0,FALSE,Eng,TRUE,6,3,lang_C2,90,0,1,2,TRUE,FALSE,Char_32,,Char_32,,,0,FALSE,FALSE,ENF05,,
Char_384,Reginald,de Warenne,1179,0,TRUE,Eng,TRUE,8,1,lang_C2,90,0,2,5.33,TRUE,FALSE,Char_32,,Char_32,,,0,FALSE,FALSE,ENF05,,
Char_385,John,de Mohun,1184,0,TRUE,Eng,TRUE,6,2,lang_C2,90,0,5,2.66,TRUE,FALSE,Char_21,,,,,0,FALSE,FALSE,ESM02,,
Char_386,Lucy,de Mohun,1161,0,FALSE,Eng,TRUE,5,7,lang_C2,90,0,2,2.66,TRUE,FALSE,Char_21,,,,,0,FALSE,FALSE,ESM02,,
Char_390,Anselm,Marshal,1153,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,8,3.66,TRUE,FALSE,Char_158,,,,,0,FALSE,FALSE,EPM02,,
Char_391,Bishop Exeter Henry,Marshal,1149,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,5,5.33,TRUE,FALSE,Char_158,,,,,0,FALSE,FALSE,EDV03,,
Char_392,Margaret,Marshal,1147,0,FALSE,Eng,TRUE,4,1,lang_C2,90,0,7,5.33,TRUE,FALSE,Char_158,,,,,0,FALSE,FALSE,EPM02,,
Char_396,Hawise,Malet,1193,0,FALSE,Eng,TRUE,4,3,lang_C2,90,0,4,4.33,TRUE,FALSE,Char_219,,Char_219,,,0,FALSE,FALSE,ESM05,,
Char_397,Mabel,Malet,1192,0,FALSE,Eng,TRUE,7,1,lang_C2,90,0,1,4.33,TRUE,FALSE,Char_219,,Char_219,,,0,FALSE,FALSE,ESM05,,
Char_398,Alice Basset,Malet,1179,0,FALSE,Eng,TRUE,7,8,lang_C2,90,0,6,3.33,TRUE,FALSE,Char_219,Char_219,,,,0,FALSE,FALSE,ESM05,,
Char_399,Robert,de Curcy,1174,0,TRUE,Eng,TRUE,6,7,lang_C2,90,0,2,2.33,TRUE,FALSE,Char_224,,,,,0,FALSE,FALSE,ESM01,,
Char_400,Richard,de Curcy,1172,0,TRUE,Eng,TRUE,5,3,lang_C2,90,0,6,4,TRUE,FALSE,Char_224,,,,,0,FALSE,FALSE,ESM01,,
Char_406,Gerard,de Fournival,1153,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,9,8,FALSE,FALSE,,,,,,0,FALSE,FALSE,EST01,,
Char_413,Geoffroi,de Villehardouin,1150,0,TRUE,Eng,TRUE,7,1,lang_C2,90,0,8,7,FALSE,FALSE,,,,,,0,FALSE,FALSE,ELN01,,
Char_425,Engelard,de Cigogne,1173,0,TRUE,Eng,TRUE,9,5,lang_F1,90,0,9,9,FALSE,FALSE,,,,,,0,FALSE,FALSE,EGL04,,
Char_433,William,de Curcy,1190,0,TRUE,Eng,TRUE,5,5,lang_C2,90,0,1,3,TRUE,FALSE,Char_224,,Char_224,,,0,FALSE,FALSE,ESM01,,
Char_440,Margery d'Umfraville,d'Aubigny,1152,0,FALSE,Eng,TRUE,5,6,lang_C2,90,0,3,4.33,TRUE,FALSE,Char_278,Char_278,,,,0,FALSE,FALSE,ELC07,,
Char_443,Baldwin,le Bigod,1152,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,4,3.33,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_444,Beatrice,de Beauchamp,1152,0,FALSE,Eng,TRUE,7,1,lang_C2,90,0,3,2,TRUE,FALSE,Char_18,,,,,0,FALSE,FALSE,ECG05,,
Char_455,Mabel d'Aurevalle,St-John,1154,0,FALSE,Eng,TRUE,6,1,lang_C2,90,0,1,3.33,TRUE,FALSE,Char_267,Char_267,,,,0,FALSE,FALSE,EHM01,,
Char_458,Hugh,le Bigod,1154,0,TRUE,Eng,TRUE,3,6,lang_C2,90,0,1,1.66,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_462,Sibyl,FitzMartin,1154,0,FALSE,Eng,TRUE,5,2,lang_C2,90,0,7,1.66,TRUE,FALSE,Char_111,,,,,0,FALSE,FALSE,ESM03,,
Char_463,Eleanor de Vitre,de Salisbury,1155,0,FALSE,Eng,TRUE,5,5,lang_C2,90,0,3,2.66,TRUE,FALSE,Char_101,Char_101,,,,0,FALSE,FALSE,ESY02,,
Char_465,Maud de St Valery,de Braose,1155,0,FALSE,Eng,TRUE,5,7,lang_C2,90,0,7,3.33,TRUE,FALSE,Char_226,Char_226,,,,0,FALSE,FALSE,ESX03,,
Char_473,Mabel,de Clare,1155,0,FALSE,Eng,TRUE,6,4,lang_C2,90,0,5,2,TRUE,FALSE,Char_186,,,,,0,FALSE,FALSE,ESU06,,
Char_478,Henry,Percy,1156,0,TRUE,Eng,TRUE,6,1,lang_C2,90,0,3,5.66,TRUE,FALSE,Char_92,Char_542,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_481,John,de Clare,1156,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,3,2.33,TRUE,FALSE,Char_186,,,,,0,FALSE,FALSE,ESU06,,
Char_486,Simon,le Bigod,1156,0,TRUE,Eng,TRUE,4,6,lang_C2,90,0,8,7.33,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_487,Joscelin,Percy,1157,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,8,4.66,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_490,Alice,de Vaux,1158,0,FALSE,Eng,TRUE,4,3,lang_C2,90,0,5,3,TRUE,FALSE,Char_199,Char_199,,,,0,FALSE,FALSE,ECU01,,
Char_492,Eleanor,Percy,1158,0,FALSE,Eng,TRUE,6,7,lang_C2,90,0,1,2,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_494,William,Greystoke,1158,0,TRUE,Eng,TRUE,3,1,lang_C2,90,0,4,5.33,TRUE,FALSE,Char_102,Char_606,Char_102,,,0,FALSE,FALSE,ECU04,,
Char_504,Nicholas,le Bigod,1158,0,TRUE,Eng,TRUE,9,4,lang_C2,90,0,1,5,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_521,Alice,Percy,1160,0,FALSE,Eng,TRUE,6,5,lang_C2,90,0,8,3.66,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_526,Robert,de Courtenay,1160,0,TRUE,Eng,TRUE,4,7,lang_C2,90,0,1,2.66,TRUE,FALSE,Char_96,,Char_331,,,0,FALSE,FALSE,EDV05,,
Char_529,Agnes,d'Aubigny,1160,0,FALSE,Eng,TRUE,7,3,lang_C2,90,0,5,2,TRUE,FALSE,Char_165,,,,,0,FALSE,FALSE,ESX05,,
Char_540,William,le Bigod,1160,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,1,3.33,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_542,Isabel de Brus,Percy,1160,0,FALSE,Eng,TRUE,6,3,lang_C2,90,0,4,5,TRUE,FALSE,Char_92,Char_478,,,,0,FALSE,FALSE,EYS14,,
Char_553,Amice de Gloucester,de Clare,1162,0,FALSE,Eng,TRUE,8,3,lang_C2,90,0,1,5.33,TRUE,FALSE,Char_186,Char_186,,,,0,FALSE,FALSE,ESU06,,
Char_554,Beatrix de Pierrepont,de Warenne,1162,0,FALSE,Eng,TRUE,5,8,lang_C2,90,0,1,3.33,TRUE,FALSE,Char_32,Char_32,,,,0,FALSE,FALSE,ENF05,,
Char_556,Emma Pantolf,Corbet,1162,0,FALSE,Eng,TRUE,6,2,lang_C2,90,0,5,3,TRUE,FALSE,Char_255,Char_255,,,,0,FALSE,FALSE,EAR03,,
Char_564,Ralph,Greystoke,1162,0,TRUE,Eng,TRUE,5,1,lang_C2,90,0,1,5.33,TRUE,FALSE,Char_102,,Char_102,,,0,FALSE,FALSE,ECU04,,
Char_565,Robert,Percy,1162,0,TRUE,Eng,TRUE,4,8,lang_C2,90,0,3,2.66,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_572,Juliana,le Bigod,1162,0,FALSE,Eng,TRUE,6,1,lang_C2,90,0,5,4.66,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_579,Maud,de Beauchamp,1163,0,FALSE,Eng,TRUE,6,1,lang_C2,90,0,7,4,TRUE,FALSE,Char_18,Char_18,,,,0,FALSE,FALSE,ECG05,,
Char_583,Alice,le Bigod,1163,0,FALSE,Eng,TRUE,8,5,lang_C2,90,0,5,4.33,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_589,Berenguela de Navarre,Plantaganet,1164,0,FALSE,Eng,TRUE,6,3,lang_C2,90,0,4,3.33,TRUE,FALSE,Char_47,Char_47,,,,0,FALSE,FALSE,ELN01,,
Char_590,Ida,le Bigod,1164,0,FALSE,Eng,TRUE,3,5,lang_C2,90,0,1,2.66,TRUE,FALSE,Char_265,Char_265,,,,0,FALSE,FALSE,ESU01,,
Char_597,Radulf,Percy,1164,0,TRUE,Eng,TRUE,3,6,lang_C2,90,0,6,2.66,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_605,Robert,de Vere,1164,0,TRUE,Eng,TRUE,5,7,lang_C2,90,0,3,6.33,TRUE,FALSE,Char_280,,,,,0,FALSE,FALSE,EEX02,,
Char_606,Helawise Stuteville,Greystoke,1164,0,FALSE,Eng,TRUE,4,7,lang_C2,90,0,8,1.33,TRUE,FALSE,Char_102,Char_494,,,,0,FALSE,FALSE,ECU04,,
Char_610,Gilbert FitzRoger,de Lancaster,1165,0,TRUE,Eng,TRUE,5,8,lang_C2,90,0,6,5,TRUE,FALSE,Char_159,Char_159,,,,0,FALSE,FALSE,ECU07,,
Char_613,Margaret de Clare,de Somery,1165,0,FALSE,Eng,TRUE,5,3,lang_C2,90,0,2,3.33,TRUE,FALSE,Char_168,Char_168,,,,0,FALSE,FALSE,EWK03,,
Char_622,Ela,de Warenne,1165,0,FALSE,Eng,TRUE,7,2,lang_C2,90,0,5,3.66,TRUE,FALSE,Char_281,,Char_332,,,0,FALSE,FALSE,ESR03,,
Char_625,Ingelram,Balliol,1165,0,TRUE,Eng,TRUE,3,4,lang_C2,90,0,5,2,TRUE,FALSE,Char_166,,,,,0,FALSE,FALSE,ENU05,,
Char_628,Ralph,de Vere,1165,0,TRUE,Eng,TRUE,7,5,lang_C2,90,0,6,2,TRUE,FALSE,Char_280,,,,,0,FALSE,FALSE,EEX02,,
Char_629,Isabel de Ferrers,de Mortimer,1166,0,FALSE,Eng,TRUE,6,4,lang_C2,90,0,4,1,TRUE,FALSE,Char_192,Char_192,,,,0,FALSE,FALSE,EHE02,,
Char_635,William IV,de Warenne,1166,0,TRUE,Eng,TRUE,8,7,lang_C2,90,0,1,6.66,TRUE,FALSE,Char_281,,Char_332,,,0,FALSE,FALSE,ESR03,,
Char_642,Hugh,le Bigod,1166,0,TRUE,Eng,TRUE,7,3,lang_C2,90,0,1,6.66,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_648,Alice,Meschines,1167,0,FALSE,Eng,TRUE,4,3,lang_C2,90,0,5,1.66,TRUE,FALSE,Char_244,,,,,0,FALSE,FALSE,ECH03,,
Char_653,Henry,de Vere,1167,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,1,4.66,TRUE,FALSE,Char_280,,,,,0,FALSE,FALSE,EEX02,,
Char_658,Mabille de Meulan,Redvers,1168,0,FALSE,Eng,TRUE,5,6,lang_F1,90,0,5,5.33,TRUE,FALSE,Char_239,Char_239,,,,0,FALSE,FALSE,EDV07,,
Char_659,Alice,St-John,1168,0,FALSE,Eng,TRUE,4,9,lang_C2,90,0,7,5,TRUE,FALSE,Char_267,,Char_267,,,0,FALSE,FALSE,EHM01,,
Char_661,Robert,de Braose,1169,0,TRUE,Eng,TRUE,6,6,lang_C2,90,0,1,2.66,TRUE,FALSE,Char_226,,Char_226,,,0,FALSE,FALSE,ESX03,,
Char_667,William,le Bigod,1168,0,TRUE,Eng,TRUE,7,9,lang_C2,90,0,6,1,TRUE,FALSE,Char_265,,,,,0,FALSE,FALSE,ESU01,,
Char_669,Alice,Greystoke,1169,0,FALSE,Eng,TRUE,4,2,lang_C2,90,0,3,4.33,TRUE,FALSE,Char_102,,Char_102,,,0,FALSE,FALSE,ECU04,,
Char_670,Lucy,Percy,1169,0,FALSE,Eng,TRUE,4,4,lang_C2,90,0,4,5.66,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_672,Alice de Vere,de Say,1169,0,FALSE,Eng,TRUE,8,1,lang_C2,90,0,4,4,TRUE,FALSE,Char_20,Char_20,,,,0,FALSE,FALSE,EKE01,,
Char_673,Hawise,Meschines,1169,0,FALSE,Eng,TRUE,6,2,lang_C2,90,0,4,1.66,TRUE,FALSE,Char_244,,,,,0,FALSE,FALSE,ECH03,,
Char_677,Maurice,Berkeley,1169,0,TRUE,Eng,TRUE,3,6,lang_C2,90,0,6,2.66,TRUE,FALSE,Char_184,,,,,0,FALSE,FALSE,ESY03,,
Char_680,Amabel,Deincourt,1170,0,FALSE,Eng,TRUE,5,4,lang_C2,90,0,1,6.33,TRUE,FALSE,Char_276,Char_276,,,,0,FALSE,FALSE,ELC02,,
Char_692,Flandrina,de Braose,1170,0,FALSE,Eng,TRUE,4,2,lang_C2,90,0,8,6.66,TRUE,FALSE,Char_226,,Char_226,,,0,FALSE,FALSE,ESX03,,
Char_695,Isabel,de Warenne,1170,0,FALSE,Eng,TRUE,3,2,lang_C2,90,0,4,2.66,TRUE,FALSE,Char_281,,Char_332,,,0,FALSE,FALSE,ESR03,,
Char_698,Richard,Percy,1170,0,TRUE,Eng,TRUE,3,2,lang_C2,90,0,1,3.33,TRUE,FALSE,Char_92,,Char_92,,,0,FALSE,FALSE,EYS14,,
Char_706,Thomas,Berkeley,1170,0,TRUE,Eng,TRUE,3,7,lang_C2,90,0,3,1.66,TRUE,FALSE,Char_184,,,,,0,FALSE,FALSE,ESY03,,
